,CustomerID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,Overall_Score,Segment
120,14782,-320,6,200.10000000000002,0,0,0,0,Low Value
121,14813,-370,30,155.43,0,0,0,0,Low Value
122,14821,-367,2,48.800000000000004,0,0,0,0,Low Value
123,14850,-312,22,278.15,0,0,0,0,Low Value
124,14889,-336,10,135.9,0,0,0,0,Low Value
125,14932,-366,17,363.53,0,0,0,0,Low Value
126,14935,-297,10,1784.71,0,0,0,0,Low Value
127,15052,-319,30,215.78,0,0,0,0,Low Value
128,15070,-373,1,106.2,0,0,0,0,Low Value
129,15090,-308,23,381.32,0,0,0,0,Low Value
130,15100,-330,6,635.1,0,0,0,0,Low Value
131,15107,-311,20,247.66,0,0,0,0,Low Value
132,15160,-357,4,158.16,0,0,0,0,Low Value
133,15165,-373,27,487.75,0,0,0,0,Low Value
134,15167,-321,41,163.0,0,0,0,0,Low Value
135,15171,-325,7,1034.5,0,0,0,0,Low Value
136,15174,-323,11,135.75,0,0,0,0,Low Value
137,15180,-367,6,87.5,0,0,0,0,Low Value
138,15204,-357,9,316.58,0,0,0,0,Low Value
139,15213,-319,25,325.05,0,0,0,0,Low Value
140,15221,-366,11,114.1,0,0,0,0,Low Value
141,15222,-319,5,585.0,0,0,0,0,Low Value
142,15224,-358,16,310.48,0,0,0,0,Low Value
143,15226,-311,8,154.41,0,0,0,0,Low Value
144,15236,-299,15,321.05,0,0,0,0,Low Value
145,15262,-324,10,178.95000000000002,0,0,0,0,Low Value
146,15266,-338,6,119.3,0,0,0,0,Low Value
147,15279,-355,21,277.40999999999997,0,0,0,0,Low Value
148,15316,-327,1,165.0,0,0,0,0,Low Value
149,15326,-334,29,311.71,0,0,0,0,Low Value
150,15332,-366,35,1661.06,0,0,0,0,Low Value
151,15346,-333,17,252.42000000000002,0,0,0,0,Low Value
152,15347,-366,5,201.60000000000002,0,0,0,0,Low Value
153,15350,-373,5,115.65,0,0,0,0,Low Value
154,15361,-362,7,418.92,0,0,0,0,Low Value
155,15395,-326,7,107.45,0,0,0,0,Low Value
156,15415,-313,48,572.8100000000001,0,0,0,0,Low Value
157,15422,-323,6,97.7,0,0,0,0,Low Value
158,15447,-331,9,155.17,0,0,0,0,Low Value
159,15448,-313,28,494.64,0,0,0,0,Low Value
160,15454,-362,25,179.1,0,0,0,0,Low Value
161,15460,-354,58,216.76,0,0,0,0,Low Value
162,15503,-363,70,147.09,0,0,0,0,Low Value
163,15510,-331,1,250.0,0,0,0,0,Low Value
164,15562,-352,1,134.55,0,0,0,0,Low Value
165,15607,-337,13,104.76,0,0,0,0,Low Value
166,15638,-301,2,-94.0,0,0,0,0,Low Value
167,15649,-336,2,816.0,0,0,0,0,Low Value
168,15661,-317,5,309.8,0,0,0,0,Low Value
169,15670,-297,12,173.05,0,0,0,0,Low Value
170,15723,-365,41,203.1,0,0,0,0,Low Value
171,15753,-305,1,79.2,0,0,0,0,Low Value
172,15789,-358,25,351.3,0,0,0,0,Low Value
173,15820,-320,17,206.98,0,0,0,0,Low Value
174,15823,-337,17,-840.76,0,0,0,0,Low Value
175,15843,-304,8,118.95000000000002,0,0,0,0,Low Value
176,15881,-312,32,438.24,0,0,0,0,Low Value
177,15899,-369,4,56.25,0,0,0,0,Low Value
178,15922,-372,12,363.6,0,0,0,0,Low Value
179,15923,-373,21,127.08,0,0,0,0,Low Value
180,15940,-311,2,31.799999999999997,0,0,0,0,Low Value
181,15945,-365,2,181.0,0,0,0,0,Low Value
182,15970,-304,11,314.1,0,0,0,0,Low Value
183,16030,-310,29,331.24,0,0,0,0,Low Value
184,16065,-365,74,372.09,0,0,0,0,Low Value
185,16073,-292,2,94.35,0,0,0,0,Low Value
186,16084,-299,38,436.18,0,0,0,0,Low Value
187,16124,-316,16,187.15,0,0,0,0,Low Value
188,16125,-367,13,289.35,0,0,0,0,Low Value
189,16138,-368,1,-7.95,0,0,0,0,Low Value
190,16148,-296,1,76.32000000000001,0,0,0,0,Low Value
191,16202,-361,18,365.27,0,0,0,0,Low Value
192,16252,-366,21,-295.09,0,0,0,0,Low Value
193,16262,-361,3,-31.65,0,0,0,0,Low Value
194,16270,-353,54,1141.24,0,0,0,0,Low Value
195,16274,-373,67,357.95,0,0,0,0,Low Value
196,16282,-340,11,168.3,0,0,0,0,Low Value
197,16315,-331,14,226.37,0,0,0,0,Low Value
198,16351,-333,8,153.9,0,0,0,0,Low Value
199,16387,-323,4,94.36,0,0,0,0,Low Value
200,16403,-302,15,161.04999999999998,0,0,0,0,Low Value
201,16405,-302,5,167.25,0,0,0,0,Low Value
202,16425,-302,21,302.7,0,0,0,0,Low Value
203,16494,-297,50,826.53,0,0,0,0,Low Value
204,16499,-360,22,319.1,0,0,0,0,Low Value
205,16509,-297,13,363.7,0,0,0,0,Low Value
206,16510,-372,13,248.1,0,0,0,0,Low Value
207,16565,-364,3,173.7,0,0,0,0,Low Value
208,16579,-365,1,-30.599999999999998,0,0,0,0,Low Value
209,16583,-374,14,233.45,0,0,0,0,Low Value
210,16658,-368,8,123.24,0,0,0,0,Low Value
211,16665,-362,9,135.39999999999998,0,0,0,0,Low Value
212,16679,-366,3,129.75,0,0,0,0,Low Value
213,16718,-369,45,623.75,0,0,0,0,Low Value
214,16727,-364,46,272.82,0,0,0,0,Low Value
215,16738,-298,1,3.75,0,0,0,0,Low Value
216,16752,-373,9,207.5,0,0,0,0,Low Value
217,16754,-372,2,2002.4,0,0,0,0,Low Value
218,16757,-319,7,106.83000000000001,0,0,0,0,Low Value
219,16765,-294,1,34.0,0,0,0,0,Low Value
220,16781,-365,19,294.65,0,0,0,0,Low Value
221,16795,-365,66,414.88,0,0,0,0,Low Value
222,16812,-361,15,479.35,0,0,0,0,Low Value
223,16850,-334,19,332.41,0,0,0,0,Low Value
224,16858,-366,13,345.89000000000004,0,0,0,0,Low Value
225,16893,-367,45,145.93,0,0,0,0,Low Value
226,16897,-299,44,213.03,0,0,0,0,Low Value
227,16926,-371,14,230.25,0,0,0,0,Low Value
228,16995,-372,1,-1.25,0,0,0,0,Low Value
229,17062,-314,71,534.47,0,0,0,0,Low Value
230,17094,-318,15,270.20000000000005,0,0,0,0,Low Value
231,17118,-318,10,157.02,0,0,0,0,Low Value
232,17128,-335,14,157.09,0,0,0,0,Low Value
233,17223,-310,49,426.79,0,0,0,0,Low Value
234,17226,-309,21,393.49,0,0,0,0,Low Value
235,17239,-313,16,379.95,0,0,0,0,Low Value
236,17251,-363,39,283.28000000000003,0,0,0,0,Low Value
237,17291,-308,1,550.8000000000001,0,0,0,0,Low Value
238,17303,-361,53,250.04,0,0,0,0,Low Value
239,17307,-365,1,-152.64000000000001,0,0,0,0,Low Value
240,17334,-301,12,306.6,0,0,0,0,Low Value
241,17343,-355,17,193.64,0,0,0,0,Low Value
242,17356,-312,19,178.22,0,0,0,0,Low Value
243,17358,-303,59,365.85,0,0,0,0,Low Value
244,17392,-307,62,457.91,0,0,0,0,Low Value
245,17431,-313,43,403.3,0,0,0,0,Low Value
246,17456,-365,17,249.86,0,0,0,0,Low Value
247,17496,-359,10,271.05,0,0,0,0,Low Value
248,17517,-309,11,153.94,0,0,0,0,Low Value
249,17524,-361,6,145.0,0,0,0,0,Low Value
250,17525,-360,9,422.70000000000005,0,0,0,0,Low Value
251,17547,-372,2,-11.8,0,0,0,0,Low Value
252,17551,-359,43,306.84,0,0,0,0,Low Value
253,17569,-332,29,344.14,0,0,0,0,Low Value
254,17619,-312,77,218.52,0,0,0,0,Low Value
255,17643,-373,8,101.55,0,0,0,0,Low Value
256,17691,-358,19,290.40000000000003,0,0,0,0,Low Value
257,17714,-321,10,153.0,0,0,0,0,Low Value
258,17732,-373,18,303.97,0,0,0,0,Low Value
259,17752,-359,1,80.64,0,0,0,0,Low Value
260,17829,-299,30,889.24,0,0,0,0,Low Value
261,17843,-303,37,205.48,0,0,0,0,Low Value
262,17855,-373,17,208.97,0,0,0,0,Low Value
263,17859,-305,25,148.21,0,0,0,0,Low Value
264,17860,-369,58,252.8,0,0,0,0,Low Value
265,17862,-324,11,330.9,0,0,0,0,Low Value
266,17880,-365,26,458.92,0,0,0,0,Low Value
267,17881,-304,8,133.35000000000002,0,0,0,0,Low Value
268,17890,-323,94,602.09,0,0,0,0,Low Value
269,17908,-374,58,243.28,0,0,0,0,Low Value
270,17912,-310,40,295.61,0,0,0,0,Low Value
271,17925,-373,1,244.08,0,0,0,0,Low Value
272,17967,-372,48,123.07,0,0,0,0,Low Value
273,17968,-374,85,277.35,0,0,0,0,Low Value
274,17976,-372,65,353.19,0,0,0,0,Low Value
275,17978,-365,12,300.91999999999996,0,0,0,0,Low Value
276,18004,-362,40,169.47,0,0,0,0,Low Value
277,18011,-373,28,102.78999999999999,0,0,0,0,Low Value
278,18032,-334,5,73.5,0,0,0,0,Low Value
279,18050,-359,5,74.4,0,0,0,0,Low Value
280,18074,-374,13,489.6,0,0,0,0,Low Value
281,18085,-330,29,689.95,0,0,0,0,Low Value
282,18095,-312,21,580.0500000000001,0,0,0,0,Low Value
283,18106,-330,39,430.7,0,0,0,0,Low Value
284,18113,-369,1,76.32000000000001,0,0,0,0,Low Value
285,18119,-368,30,181.12,0,0,0,0,Low Value
286,18138,-295,8,152.65,0,0,0,0,Low Value
287,18141,-361,1,-35.400000000000006,0,0,0,0,Low Value
288,18159,-301,23,530.15,0,0,0,0,Low Value
289,18176,-354,33,448.65,0,0,0,0,Low Value
290,18212,-326,43,248.42,0,0,0,0,Low Value
291,18233,-326,1,440.0,0,0,0,0,Low Value
292,18250,-301,22,342.92,0,0,0,0,Low Value
293,18256,-355,4,-50.1,0,0,0,0,Low Value
294,18269,-358,8,138.9,0,0,0,0,Low Value
295,12349,-19,73,1757.55,4,0,0,4,Mid Value
296,12352,-36,95,1545.41,4,0,0,4,Mid Value
297,12356,-23,59,2811.43,4,0,0,4,Mid Value
298,12358,-2,19,1168.06,4,0,0,4,Mid Value
299,12364,-8,85,1313.1,4,0,0,4,Mid Value
300,12367,-4,11,168.9,4,0,0,4,Mid Value
301,12374,-25,33,742.9300000000001,4,0,0,4,Mid Value
302,12375,-3,18,455.42,4,0,0,4,Mid Value
303,12381,-5,91,1803.96,4,0,0,4,Mid Value
304,12384,-29,30,566.16,4,0,0,4,Mid Value
305,12388,-16,100,2780.66,4,0,0,4,Mid Value
306,12391,-22,100,460.89,4,0,0,4,Mid Value
307,12421,-16,46,806.27,4,0,0,4,Mid Value
308,12427,-12,35,708.37,4,0,0,4,Mid Value
309,12429,-9,97,3750.4,4,0,0,4,Mid Value
310,12430,-43,11,256.4,4,0,0,4,Mid Value
311,12438,-14,98,2906.85,4,0,0,4,Mid Value
312,12442,-3,12,172.06,4,0,0,4,Mid Value
313,12445,-22,4,133.4,4,0,0,4,Mid Value
314,12452,-17,23,428.57,4,0,0,4,Mid Value
315,12462,-2,72,1124.01,4,0,0,4,Mid Value
316,12464,-10,29,1212.05,4,0,0,4,Mid Value
317,12465,-8,51,733.89,4,0,0,4,Mid Value
318,12478,-4,36,680.99,4,0,0,4,Mid Value
319,12479,-4,35,477.3,4,0,0,4,Mid Value
320,12483,-17,81,2327.13,4,0,0,4,Mid Value
321,12488,-10,55,1298.66,4,0,0,4,Mid Value
322,12491,-39,26,460.40000000000003,4,0,0,4,Mid Value
323,12494,-10,84,1139.3500000000001,4,0,0,4,Mid Value
324,12498,-21,23,403.70000000000005,4,0,0,4,Mid Value
325,12500,-23,65,4206.27,4,0,0,4,Mid Value
326,12504,-18,15,114.0,4,0,0,4,Mid Value
327,12508,-26,69,398.27,4,0,0,4,Mid Value
328,12522,-39,12,192.72,4,0,0,4,Mid Value
329,12526,-1,71,1316.66,4,0,0,4,Mid Value
330,12528,-9,95,1922.28,4,0,0,4,Mid Value
331,12531,-15,17,125.22,4,0,0,4,Mid Value
332,12532,-30,16,349.83000000000004,4,0,0,4,Mid Value
333,12538,-29,21,363.95,4,0,0,4,Mid Value
334,12541,-30,52,981.18,4,0,0,4,Mid Value
335,12544,-30,20,355.7,4,0,0,4,Mid Value
336,12552,-39,20,437.82,4,0,0,4,Mid Value
337,12558,-2,22,1.0658141036401503e-14,4,0,0,4,Mid Value
338,12571,-40,34,519.61,4,0,0,4,Mid Value
339,12572,-9,62,1004.72,4,0,0,4,Mid Value
340,12576,-36,89,1306.98,4,0,0,4,Mid Value
341,12581,-40,15,197.71,4,0,0,4,Mid Value
342,12586,-17,12,179.94000000000003,4,0,0,4,Mid Value
343,12587,-8,4,144.0,4,0,0,4,Mid Value
344,12588,-39,10,214.89999999999998,4,0,0,4,Mid Value
345,12589,-29,35,646.68,4,0,0,4,Mid Value
346,12599,-29,62,1032.58,4,0,0,4,Mid Value
347,12600,-29,65,2581.04,4,0,0,4,Mid Value
348,12603,-22,3,739.1999999999999,4,0,0,4,Mid Value
349,12617,-29,42,355.53,4,0,0,4,Mid Value
350,12618,-22,11,177.31,4,0,0,4,Mid Value
351,12619,-16,95,3214.81,4,0,0,4,Mid Value
352,12620,-15,92,1339.41,4,0,0,4,Mid Value
353,12628,-4,43,769.61,4,0,0,4,Mid Value
354,12630,-10,64,1270.88,4,0,0,4,Mid Value
355,12638,-33,39,671.69,4,0,0,4,Mid Value
356,12640,-24,53,1174.58,4,0,0,4,Mid Value
357,12642,-25,47,1013.26,4,0,0,4,Mid Value
358,12645,-34,74,1755.38,4,0,0,4,Mid Value
359,12646,-5,45,1346.97,4,0,0,4,Mid Value
360,12650,-3,20,314.44,4,0,0,4,Mid Value
361,12654,-11,38,601.98,4,0,0,4,Mid Value
362,12657,-11,56,1152.06,4,0,0,4,Mid Value
363,12658,-19,36,686.05,4,0,0,4,Mid Value
364,12659,-30,5,91.68,4,0,0,4,Mid Value
365,12660,-11,13,245.1,4,0,0,4,Mid Value
366,12670,-10,94,2986.15,4,0,0,4,Mid Value
367,12673,-5,42,610.52,4,0,0,4,Mid Value
368,12674,-12,91,1919.31,4,0,0,4,Mid Value
369,12676,-25,45,1331.39,4,0,0,4,Mid Value
370,12680,0,52,862.81,4,0,0,4,Mid Value
371,12689,-26,72,1247.61,4,0,0,4,Mid Value
372,12691,-28,32,1035.8,4,0,0,4,Mid Value
373,12695,-7,27,582.1,4,0,0,4,Mid Value
374,12697,-21,43,939.02,4,0,0,4,Mid Value
375,12702,-20,12,219.0,4,0,0,4,Mid Value
376,12704,-7,90,2220.84,4,0,0,4,Mid Value
377,12713,-1,38,848.55,4,0,0,4,Mid Value
378,12716,-4,69,1053.49,4,0,0,4,Mid Value
379,12719,-5,42,608.1,4,0,0,4,Mid Value
380,12723,-4,69,725.07,4,0,0,4,Mid Value
381,12724,-5,53,1031.41,4,0,0,4,Mid Value
382,12762,-8,69,1898.52,4,0,0,4,Mid Value
383,12775,-17,67,1351.24,4,0,0,4,Mid Value
384,12778,-20,51,804.23,4,0,0,4,Mid Value
385,12781,-21,30,707.72,4,0,0,4,Mid Value
386,12783,-2,86,1603.87,4,0,0,4,Mid Value
387,12784,-9,59,574.42,4,0,0,4,Mid Value
388,12785,-3,15,305.71,4,0,0,4,Mid Value
389,12787,-10,20,463.66,4,0,0,4,Mid Value
390,12795,-19,14,430.48,4,0,0,4,Mid Value
391,12808,-37,28,483.65000000000003,4,0,0,4,Mid Value
392,12820,-3,59,942.34,4,0,0,4,Mid Value
393,12826,-3,94,1468.1200000000001,4,0,0,4,Mid Value
394,12827,-6,25,430.15000000000003,4,0,0,4,Mid Value
395,12828,-3,56,1018.71,4,0,0,4,Mid Value
396,12832,-32,27,383.03,4,0,0,4,Mid Value
397,12844,-29,52,325.96000000000004,4,0,0,4,Mid Value
398,12847,-22,91,871.54,4,0,0,4,Mid Value
399,12849,-31,51,1050.8899999999999,4,0,0,4,Mid Value
400,12865,-26,96,1548.07,4,0,0,4,Mid Value
401,12878,-18,49,841.64,4,0,0,4,Mid Value
402,12882,-9,13,1463.04,4,0,0,4,Mid Value
403,12883,-25,42,703.47,4,0,0,4,Mid Value
404,12890,-24,82,380.46999999999997,4,0,0,4,Mid Value
405,12893,-31,34,188.14,4,0,0,4,Mid Value
406,12895,-42,24,347.3,4,0,0,4,Mid Value
407,12904,-18,72,509.58,4,0,0,4,Mid Value
408,12906,-12,63,2919.81,4,0,0,4,Mid Value
409,12909,-40,96,2128.83,4,0,0,4,Mid Value
410,12910,-23,75,3075.04,4,0,0,4,Mid Value
411,12912,-3,24,1662.3,4,0,0,4,Mid Value
412,12913,-5,50,2483.63,4,0,0,4,Mid Value
413,12919,-8,52,1301.44,4,0,0,4,Mid Value
414,12920,-17,28,164.23,4,0,0,4,Mid Value
415,12925,-5,45,694.05,4,0,0,4,Mid Value
416,12928,-35,84,2062.7000000000003,4,0,0,4,Mid Value
417,12936,-17,63,1012.9,4,0,0,4,Mid Value
418,12938,-26,9,114.14,4,0,0,4,Mid Value
419,12944,-36,30,604.51,4,0,0,4,Mid Value
420,12950,-2,23,1843.0,4,0,0,4,Mid Value
421,12951,-9,65,1042.07,4,0,0,4,Mid Value
422,12952,-6,80,1382.8400000000001,4,0,0,4,Mid Value
423,12953,-10,17,329.85,4,0,0,4,Mid Value
424,12962,-7,16,266.39,4,0,0,4,Mid Value
425,12963,-8,96,1841.03,4,0,0,4,Mid Value
426,12966,-10,10,160.18,4,0,0,4,Mid Value
427,12967,-3,33,1194.75,4,0,0,4,Mid Value
428,12981,-30,20,372.21999999999997,4,0,0,4,Mid Value
429,12984,-19,4,97.5,4,0,0,4,Mid Value
430,12985,-1,78,1215.6200000000001,4,0,0,4,Mid Value
431,12990,-31,13,409.5,4,0,0,4,Mid Value
432,12991,-23,31,503.76,4,0,0,4,Mid Value
433,12993,-23,27,414.76,4,0,0,4,Mid Value
434,12994,-4,73,902.22,4,0,0,4,Mid Value
435,12997,-22,67,1197.94,4,0,0,4,Mid Value
436,13017,-7,1,204.0,4,0,0,4,Mid Value
437,13026,-1,43,936.15,4,0,0,4,Mid Value
438,13028,-23,47,659.68,4,0,0,4,Mid Value
439,13029,-31,10,1247.5,4,0,0,4,Mid Value
440,13030,-11,99,799.48,4,0,0,4,Mid Value
441,13032,-39,75,996.52,4,0,0,4,Mid Value
442,13040,-9,43,676.99,4,0,0,4,Mid Value
443,13046,-31,35,629.31,4,0,0,4,Mid Value
444,13058,-25,8,271.40000000000003,4,0,0,4,Mid Value
445,13064,-13,69,1119.49,4,0,0,4,Mid Value
446,13066,-24,49,430.9,4,0,0,4,Mid Value
447,13068,-10,2,344.0,4,0,0,4,Mid Value
448,13079,-4,6,220.10000000000002,4,0,0,4,Mid Value
449,13083,-4,18,303.75,4,0,0,4,Mid Value
450,13091,-21,24,319.82,4,0,0,4,Mid Value
451,13094,-21,30,1708.8600000000001,4,0,0,4,Mid Value
452,13103,-40,8,243.94,4,0,0,4,Mid Value
453,13104,-3,20,1098.48,4,0,0,4,Mid Value
454,13109,-3,50,766.84,4,0,0,4,Mid Value
455,13117,-22,76,984.91,4,0,0,4,Mid Value
456,13118,-20,82,1125.0,4,0,0,4,Mid Value
457,13131,-23,46,1039.3,4,0,0,4,Mid Value
458,13138,-22,63,962.39,4,0,0,4,Mid Value
459,13142,-19,23,307.09,4,0,0,4,Mid Value
460,13145,-40,7,614.77,4,0,0,4,Mid Value
461,13146,-26,17,228.91,4,0,0,4,Mid Value
462,13147,-10,4,712.8000000000001,4,0,0,4,Mid Value
463,13149,-14,86,1676.06,4,0,0,4,Mid Value
464,13153,-6,15,486.22,4,0,0,4,Mid Value
465,13155,-33,85,971.76,4,0,0,4,Mid Value
466,13160,-22,4,91.8,4,0,0,4,Mid Value
467,13167,-19,65,791.33,4,0,0,4,Mid Value
468,13170,-27,32,116.00999999999999,4,0,0,4,Mid Value
469,13171,-8,48,426.81,4,0,0,4,Mid Value
470,13173,-4,43,353.65,4,0,0,4,Mid Value
471,13183,-8,94,3957.78,4,0,0,4,Mid Value
472,13186,-40,84,1539.69,4,0,0,4,Mid Value
473,13188,-11,2,114.60000000000001,4,0,0,4,Mid Value
474,13189,-19,29,260.68,4,0,0,4,Mid Value
475,13200,-19,46,870.09,4,0,0,4,Mid Value
476,13203,-10,57,869.46,4,0,0,4,Mid Value
477,13207,-15,8,250.26000000000002,4,0,0,4,Mid Value
478,13211,-10,56,1197.42,4,0,0,4,Mid Value
479,13236,-24,39,727.27,4,0,0,4,Mid Value
480,13238,-11,32,680.83,4,0,0,4,Mid Value
481,13247,-18,25,501.12,4,0,0,4,Mid Value
482,13255,-4,14,390.66,4,0,0,4,Mid Value
483,13256,-14,1,0.0,4,0,0,4,Mid Value
484,13258,-12,38,698.58,4,0,0,4,Mid Value
485,13271,-37,101,178.26,4,0,0,4,Mid Value
486,13272,-31,15,276.56,4,0,0,4,Mid Value
487,13277,-16,8,258.4,4,0,0,4,Mid Value
488,13278,-41,46,542.73,4,0,0,4,Mid Value
489,13282,-18,40,1047.8400000000001,4,0,0,4,Mid Value
490,13292,-39,31,578.9399999999999,4,0,0,4,Mid Value
491,13297,-8,59,2089.85,4,0,0,4,Mid Value
